tweet,class
Palestinian Media Outlet Explains a Way to Blame Coronavirus on Israeli Jews,0
Lithuania Drafts Law That Would Make It Impossible For Jews To Sue For ‘Holocaust’ Reparations ,0
"As armed white supremacist protestors waving confederate flags and signs declaring Jews to be the “real plague” gather all over the country to defend their “right” to spread a deadly virus, Mayor De Blasio thought it was appropriate to scapegoat our Jewish neighbors.",0
"You are not ‘The Jewish Community.” 
You represent 30% of British Jews.
You are only part of a diverse community with varying views on Labour and what constitutes antisemitism. ",0
"My definition of the Church in a nutshell: ""The Church is the messianic/New covenant community of Jews and Gentiles in this age between Acts 2 and the Rapture who have explicitly believed in Jesus the Messiah and have received the New Covenant ministry of the Holy Spirit.""",0
"@IsraeliPM @POTUS 
At least we know these two strive for peace, protecting Jews and Christians. Let's not forget @SenSanders is a Jew, but really is a Hezbollah Militant Promoter, he hooks up with Linda, Omar, &amp; CAIR. All who want death to America. Keep going Bernie, we see you. https://t.co/kfFPsL7NHF",0
"The above link about #detentioncenter of #Hitler . What he did to Jews community!! 
If #BJP don't want to such results then why are they bringing ",0
Boris Johnson's book depicts Jews as controlling the media ,0
"You mean I represent the 80% of American Jews who vote for the Democratic Party, yep, that’s right.
Whereas you apparently have Stockholm syndrome or some shit.",0
"For many of us, this will be the first Passover seder we've held in imperfect times. I find myself thinking of Jews in other times and places who found ways to celebrate in truly dire circumstances. At my family's seder tomorrow, we're going to talk about them. (Thread)",0
"Yep, nothing like comparing the estimated 15 and 20 million Jews who died in the Holocaust to illegals attempting to enter a country @JoeBiden. 🤦‍♀️And the woman asking the question is obviously an uneducated fool.",0
"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""
#LabourAntisemitism",0
"For by one Spirit are we all baptized into one body, whether we be Jews or Gentiles, whether we be bond or free; and have been all made to drink into one Spirit. ",0
"Orthodox Jews seen open carrying firearms in New York after spate of anti-Semitic attacks
It’s sad that it’s illegal to carry a gun In New York
Now these Jews will be considered criminals",0
"The Far Left’s hypocrisy sucks. They have the gall to lie about Jews “weaponising” antisemitism, while they weaponise Racism to defend the vile actions of people who happen to belong to certain groups. Hypocrisy and projection.",0
"Muslims only demand &amp; lies, they do not know what generosity is. Jews always give and stretch out a hand. After six days war they gave the keys to Muslims, but no reciprocity. Muslims invade Europe, uninvited and only demand. Only contribution here and Israel, is violence ",0
"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.

Today and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",0
4 Teaser &amp; Trailers Hits 500K+ Kike,0
Zionazie.,0
MSNBC’s Ayman Mohyeldin Joins the ‘Exploit the Coronavirus to Demonize the Jews’ Party ,0
Fun fact for Holocaust Remembrance Day: this was the same tactic used to keep European Jews out of the United States in the 1930s.,0
‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler,0
"@the_moviebob SAME White petit bourgeois start openly saying stuff like ""beating to death Niggers and Kikes make my dick hard""

The Real True Left™: ""These are clearly lazy trust fund kids who used mom &amp; dad money to fly first class to that posh, foppish, neo-nazi demonstration""",0
"Quarter of the French Jews Have Been Assaulted by Anti-Semites, Half Feel Threatened Daily  Survey Finds  #Islam #MAGA #UniteBlue",0
"Thinking about how, throughout history, Jews faced enormous  pressure to become Christians/Muslims, and now face the same pressure to become anti-Zionists. Moral of the story? There is yet to be a point in history where a Jew is not maligned for holding beliefs held by most Jews",0
"Crusaders invaded the Middle East, burned Jews alive, killed, raped, pillaged. This really is no different than brandishing a swastika",0
"Notorious anti-Semite terror supporter Linda Sarsour’s BFF, Bürgermeister Warren Wilhelm, has a message for NYC’s Jews: ",0
@OscarJu97128129 @_SJPeace_ Parallels to those brave people who helped Jews escape Nazi Germany. This man is a hero,0
"Today we remember Raoul Wallenberg, who saved the life of 100,000 Jews in Hungary in the midst of the Holocaust. He was detained on January 17, 1945 and was never seen again. In 1985, he was made the first Honourary Citizen of Canada. #WeRemember ",0
"On #HolocaustMemorialDay and the 75th anniversary of Auschwitz's liberation, we honor the millions of Jews and other victims whose lives were extinguished by the Nazi regime. Today and every day, we must give hate no safe harbor to ensure such atrocities never again occur.",0
"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies ",0
"On Holocaust Remembrance Day, we remember the six million Jews and other victims of Nazism.

We honor their memories by speaking out against anti-Semitism, injustice, ",0
Just last month everyone cared about racism when Jews weren't safe in this country anymore. Now there's no such thing as racism in the UK because it's black people...,0
"Public school curriculum in the US:

Black people slaves
Brave women get vote
Jews holocausted
Mustache man bad
Black people get racism
Here is a disabled person
Black people poor
Gay people good
How to do drugs
AIDS, not just for gay people
Remember, jews holocausted",0
"CHRISTIANS: this verse in the old testament says X
JEWS: It doesn't say that
CHRISTIAN: maybe. Who knows?
JEWS: we do. That's not in the Hebrew
CHRISTIAN: no one knows what the original language means
JEWS: Yes we do. We can read it.
CHRISTIAN: It's lost forever",0
"Kids in cages, deportations, Muslim ban, rising xenophobia,intolerance towards Jews &amp; Muslims, assassinating foreign leader,open prejudice towards Iranians, bogus Impeachment trial, asst Israeli annexation,expanded Muslim ban. ",0
"As someone who grew up with lots of “you killed Jesus” people, people genuinely do believe that shit and will attack Jews for it to this day",0
"75 years after the Nazis wiped out a third of Belgian Jews, SS officers are marching down the streets of Belgium again.",0
"@GoodmanGames Claiming that Jews fake antisemitic attacks, that we're secretly pulling the strings of presidents committing genocide against white America, all that crap
That's not ""drama.""
That's violence.",0
"1 April 1933 | Nazis carried out the first nationwide, planned action against Jews of Germany: a boycott of businesses &amp; professionals. It was a reprisal &amp; revenge against ""atrocity stories"" that Jews were allegedly circulating in the international press. https://t.co/9P5GEPUV0Q https://t.co/uRIEaUbiy7",0
"The man broke into a synagogue in the central Ukrainian city of Vinnytsia and was shouting “Beat up the kikes (Jews)."" #antisemitism",0
Fun fact for Holocaust Remembrance Day: this was the same tactic used to keep European Jews out of the United States in the 1930s.,0
thinking abt this girl who literally called jesse eisenberg and andy samberg kikes like just bc u censor it doesnt make it any less antisemitic https://t.co/ODm9LsVZ0O,0
@RahulEaswar It's holy day I should not says what was fate of Jews,0
"Fear of the crosses, fear of Jawi, fear of the transgenders, fear of the tudung, fear of the serban, fear of the Jews, fear of pluralism, fear of babi.

Nothing can be achieved when the society remains chained by irrational fears. ",0
"@AndyWalker1963 @KeloidKrown @clarkegeorgina1 @mrjamesob Why did the Nazis make Jews wear the yellows stars as the contemplated their genocide? The genocide was unspokeable but the average German could ""other"" them.  Racists are different from their targets and average people can easily other them...",0
Brigitte Gabriel defends Jews in one of the best speeches the UN has ever heard - @IsraelVideos ,0
"Spanish Blue Division soldiers witnessed deportations of Jews in Russia, writes Boris Kovalev. In memoirs, however, Russian civilians primarily recall confrontations w/ the Spanish soldiers, who stole warm clothes &amp; ate the village cats. #SpainSWWHolocaust https://t.co/2rNWMSYWgp",0
"This Holocaust Remembrance Day, as we remember the millions of Jews who lost their lives at the hands of the Nazi regime, we recommit to ensuring such atrocities never again occur. With anti-Semitism on the rise, all of us must root out intolerance and give hate no safe harbor.",0
"@DTsarouhtsis @AcarUmut @DavidHarrisAJC That genocide denier says Ataturk saved so many Jews, which is true. I’m a proud genocide denier too by the way. 😂😂😂😂😂😂😂😂😂",0
"It is eighty years since Japanese diplomat Chigune Sugihara saved 6,000 Jews in Lithuania. His is one of the many stories of resistance I pay tribute to in I AM JUDEN. Here Chigune's son reflects on his father's extraordinary accomplishments: https://t.co/ZIEVvZsHgd",0
"Today is #YomHaShoah, the date in the Jewish calendar for Jews around the world to mourn the loss of the six million Jewish people murdered during the Holocaust. Here is the full schedule of online content that will be streaming tonight and tomorrow from @yomhashoahuk",0
"Orthodox Jews seen open carrying firearms in New York after spate of anti-Semitic attacks

It’s sad that it’s illegal to carry a gun In New York

Now these Jews will be considered criminals 

",0
Blatant Anti-Semitism on full display. Spanish parade mocks the holocaust and the 6 million Jews that died. With socialism on the rise beware. We will see more of this. #StandWithIsrael,0
.@donaldjtrumpjr spreads antisemitic conspiracy theories that inspire the murder of Jews. He gave an interview to the news site that called impeachment a “Jew Coup.” His father’s presidency has seen a rise in antisemitic hate crimes,0
"i love how jews, persians, kurds and assyrians arent considered as middle eastern as other Arabs because we refused to submit to arabization... can’t make this up luv",0
like the amount of times i’ve seen jewish ppl on my tl called kikes and jesus-killers in the last 24 hours is. startling,0
Swalwell is a liar. Trump hs been very supportive of Jews particularly Israel and has condemned anti-semitism and specific attacks. And the machete attack and deli shooting were done by blacks not white supremacists.,0
"@EdmundOris 2011/12 villas boas wanted a youthful revolution at chelsea and unfortunately the kikes of drogba,anelka,malouda were casualties,he preferred a combination of Torres and sturiddge in most of the games 13 of drogbas appearances that season were from the bench .",0
"If Arnab Goswami was there in 1940,

He would blame Jews for provoking Hitler to make concentration camps",0
"By the ""German people"" does Kawczynski include the many socialists, communists, Jews, Christians, members of the clergy, the mentally ill, members of the LGBT community and others imprisoned and murdered by the Nazi regime and is he aware Hitler was an Austrian not a German?",0
CHRISTIANS: this verse in the old testament says X,0
"As I have stating repeatedly, Modi's Hindu Supremacist agenda is akin to the Nazi pogrom of Jews in the 1930s while  the major powers appeased Hitler. Modi conducted pogrom against Muslims in Gujarat as CM &amp; now we are seeing the same in New Delhi.",0
"It’s sad how some people cater to Zionist Jews feelings and are afraid to say anything that upsets their fragile feelings. 
It’s the truth, and Israelis don’t like hearing it. 
They live in a bubble filled with rotten rabbi shit and they feed off false sob propaganda.",0
"April 627 

900 Jews belonging to tribe of Banu Qurayza were beheaded in presence of Muhammad. 

M himself chopped off heads of 2 Jewish leaders. 

Karen Armstrong called it  'The first holocaust' of the Jews! 

Today also who is at war with Jews?",0
"“Jews are lying about me.

Christians are lying about me.

Muslims are lying about me.

Republicans are lying about me.

Many Democrats are lying about me.",0
". . .bin laden is a failed attempt to enlightened him and his kikes.

2.  Another thing we should always remember is that terrorism has no religion. Those saying Islamic extremism are only interested in promoting absolute hate for the great faith. .",0
"On the other hand we don't have candies or desserts called retarded, kikes, wops, beaners, gooks, chinks, faggots, trannies, crackers (wait...)",0
"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""
#LabourAntisemitism",0
"@imtheg8imthekey @IfNotNowOrg @JoeBiden Kick the kikes out of Palestine, of course!!!!",0
@WangXian_Silent they really said arabic and Jews are countries no words 💀,0
"Hamas leader says women's role in society is to commit suicide bombings against Jews

""Women Are Martyrdom-Seekers, They Help Martyrdom-Seekers, and they Replace Martyred, Imprisoned, Or Exiled Men""",0
"Latest: Orthodox Jews are emerging as a major force in plasma donation efforts in the New York region. 

More than half of Mount Sinai's donors so far are Orthodox. 
",0
"Why are Jews allowed to be anti-White, but Whites aren't allowed to be anti-Semitic?",0
"This month, Jews, Christians and Muslims will be acknowledging and celebrating #Passover2020, #Easter and #Ramadan, respectively, during a coronavirus pandemic. 

We are encouraged to do the most good and the least amount of harm.",0
"@vonderleyen The German Miss Merkel, decided to replace the German Jews for undocumented illegal jihadist criminals she imported from across all Islamist countries. German government did this out of pure jealousy for the Jewish people. Once again. @realDonaldTrump  https://t.co/IBsywqIG0l",0
@ilyhoremonez Lmao and even if u wasn’t camping for streaks u still joined my session cuz u are big mad cuz I kikes u out my party cuz u wanna kick me out your party and delete me trying too prove something and u just making yourself sound more stupid your so ass lmao 🤡🤡,0
shtand here for her friend kikes. - @thePoeticRobot,0
nazi or better to say it...  ZIOnazi !😅😆,0
"On the other hand we don't have candies or desserts called retarded, kikes, wops, beaners, gooks, chinks, faggots, trannies, crackers (wait...)",0
"This antisemite attacked a Jewish women was arrested and released, she attacked Jews again was rearrested and released a second time!!!  All due to @BilldeBlasio policies!
",0
"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
800K Views
77K Kikes
",0
"26 February 1944 | A transport of 650 Jews arrived at #Auschwitz from Fossoli di Carpi. 526 people were murdered in gas chambers. 29 women &amp; 95 men were registered in the camp. Among them was Primo Levi - he received number 174517. In September 1947 he wrote ""If This is a Man"". https://t.co/uytLoCGtCv",0
"Palestinian Peace Plan:

Hamas: All Jews must die.

Israel: We won’t allow that.

UN to Israel: Can’t you meet Hamas half way?",0
"""Anti-Semitism doesn’t differentiate between those in long beards and black hats &amp; Jews who are clean-shaven and bare-headed. In singling out the Jews for spreading the virus, the mayor was",0
"Today we remember the 6 million Jews and others killed by the Nazis, together with all other victims of genocide and oppression past and present.
With prejudice, racism and hatred of the other on the rise again, it's never been more vital that #WeRemember.
#HolocaustMemorialDay",0
"@GadSaad The hatred and suspicion of Jews is one of the most bizarre things about the world. 

I'm not even a Jew but I would gladly join the IDF to protect them.",0
"When the Democrats began defending Omar and her radical rhetoric towards Israel, Jews and even America in general, they bought into her cultural Jihad and now they are bedfellows. America is no place for either Omar nor the Democrat Party's alliance with Islam.",0
"Sikhs have the spirit to make world peaceful. Dear christians, muslims, jews and bodhis lets be together to kill the evils.",0
@WhiteHouse @realDonaldTrump notice how he only had a white Christian kid for the photo and no jews or muslims?,0
"""...it is fundamentally unethical [for @IfNotNowOrg] to hold Jews in America accountable for a foreign government’s security considerations.""
",0
@Bob_cart124 Jews right to self determination is racist...... the stupidity of your comment is palpable,0
@StopAntisemites @Claire_Voltaire @LAPDHQ What kikes means?,0
"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies",0
"""City's overrun with kikes and low Irish.... In ten years a Christian wont be able to make a living... I tell you the Catholics and the Jews are going to run us out of our own country,""

Manhattan Transfer, John Dos Passos
1925",0
"Most inspiring,  healing , restorative 
May Jew, Muslim and Jews do a line dance soon . InshaAllah",0
"@adriandt31 @DianaDearmore No, because they correctly fight back, as should Christians, Jews, Hindus, Ba’hai, etc.  No one should have their houses of worship closed (especially now), let alone businesses that sustain lives.  They need to end this nonsense ASAP.",0
"did not apply equally to all new Americans.  Russians, Poles, Italians, Irish and, particularly Catholics and Jews, felt the stigma of being treated as aliens, as foreigners who would never become “real Americans.” (5 of several)",0
"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies",0
Sometimes I wonder if these are real people or just anti non jews trying to make jews look dumb.,0
@juhhsee why did you just bring in Jews into the equation randomly? you realize that it's antisemitic to compare every little thing to Nazism because it's desensitizing the very meaning of the word right?,0
"#SkipAIPAC NOW @MikeBloomberg 

Jews for ☮️",0
"Socially progressive Jews once every 7 1/2 years get to celebrate Berakhot 62a day, where we remember that one sage crawled under the bed of another to listen to him have sex with his wife as if he were a feral beast and then declared, ""It is Torah, and I must learn""",0
I JUST WANT TO BE AT A DODGER GAME DRINKING A SHIT TON OF BEER WHILE I DROOL OVER KIKES BOOTY,0
"This is so important. Defaming, gaslighting and abusing Jews must have legal consequences, and truth must eventually win out. Well done @RachelRileyRR and @MLewisLawyer for standing up to bullies.",0
"Once and for all, as I’ve stated over and over again: Ashkenazi Jews are just as indigenous to Israel as any Jew. Recognizing Black Jews, Jews of Color, Mizrahi Jews does not negates any Jew’s connection to Israel. But y’all have to stop obsessing over how other Jews identify.",0
"'Meet a Jew': Feeling like targets, these Jews are taking their case to the streets of N.Y.C. ",0
"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""

#LabourAntisemitism",0
Yair Netanyahu ran a poll &amp; now knows for sure that Al Jazeera hates Jews,0
"Andrew Neil’s Spectator US is promoting a guy who wrote “10 Things I hate about Motherf*cking Jews”

Yet he spent hours lambasting the Labour Party for not dealing with anti-Semitism",0
@LeaoOpressor @loGABRlELinHeLL Hollywood já tá cheia de kikes e agora ganhou mais um...,0
"Gantz doesn’t want a government serving Jews and Arabs, he wants to use the Palestinians to kick Netanyahu out and then proceed with the same Greater Israel plan ",0
@cjbanning @JimMead18283862 @CxTheonaut They were written by Jews,0
@SpiritED_Sweet She wont get banned bc she only used tropes and dogwhistles. If she could say kikes and hymies she would,0
New York City’s mayor just ordered police to start rounding up Jews. ,0
"""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.",0
"Bill Maher : But why the Jews, why do they have the kick me sign on their back?

Might have something to do with Usury, pornography, open borders, illegal organ harvesting, slavery, prostitution, gambling, transgenderism, wars, drugs (legal &amp; illegal) &amp; that’s just for starters https://t.co/fFlHSAH4Jb",0
"@cenkuygur @BernieSanders #CenkUygur is another Antisemitic Democrat that attacks Christians &amp; Jews who disagree with his hateful Communist rhetoric.
He’s a paid tool for a domestic terrorist organization that’s ultimate goal is Jihad in America.",0
"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
800K Views
77K Kikes
",0
"The man broke into a synagogue in the central Ukrainian city of Vinnytsia and was shouting “Beat up the kikes (Jews)."" #antisemitism",0
“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma,0
"This is ludicrous. We Jews do not control ""most governments."" We control all of them. You're never going to cast off Judaic domination if you can't even get your basic facts straight.",0
"Dear world leaders,

Thank you for respecting the memory of the millions of Jews murdered in the Holocaust.
Eradicate Antisemitism from your countries &amp; support the only reason another Holocaust cannot take place: the Jewish homeland, Israel.",0
"What happen when two indians and 2 Jews are kept in locked room without internet, mobile, food,water ",0
"When Hitler killed millions of Jews، the family of the former king of Iran celebrated the killing of the Jews &amp; changed the name of my land from Persia to Iran! Just like the regime of Iran! The Cyrus Empire.
#HolocaustMemorialDay",0
"""Deportations of Hungarian Jews to Auschwitz""

The lesson about the extermination of the Hungarian Jews in Auschwitz, but also about the history of the Jews in this country before the Second World War &amp; during the period before the deportations. ",0
Robby @DocMartinDub is using social media to promote antisemitism and incite hatred towards Jews. His previous account @takethepss is suspended for hateful conduct. Please report him to the police for hate speech and to @Twitter for evading suspension. TA cc @CST_UK @GnasherJew https://t.co/Cjyq4GCyaL,0
"4 March 1943 | 1,000 Jews arrived at #Auschwitz from #Drancy. SS doctors sent 881 people to gas chambers. 19 women &amp; 100 men were registered. All men were sent to Sonderkommando. Among them was David Olère. After the war he showed his traumatic experience in drawings &amp; paintings. https://t.co/8pSSn1PKMo",0
@BaZinga79132539 @JadedCreative Some Jews oppose it. Most secular ones are not aware that Jewish tradition sees it as sexually damaging. ,0
